id	pos	p1	ihh12
2367	692447	0.004	0.0132445
2368	692532	0.002	0.0131159
2369	692563	0.168	0.012176
2370	692806	0.168	0.012176
2371	693594	0.122	0.0120455
2372	693630	0.002	0.0132983
2373	693734	0.038	0.0128212
2374	693901	0.066	0.0124264
2375	693922	0.002	0.0125884
2376	694034	0.002	0.0125794
2377	694361	0.086	0.0117914
2378	694399	0.002	0.0128594
2379	694566	0.002	0.01289
2380	694834	0.004	0.0129082
2381	695270	0.006	0.0129051
2382	695309	0.052	0.0120987
2383	695643	0.962	0.0120429
2384	695644	0.002	0.0122927
2385	695830	0.002	0.0123591
2386	695835	0.072	0.0121807
2387	696074	0.046	0.013028
2388	696179	0.01	0.013513
2389	696191	0.004	0.0136362
2390	698429	0.472	0.0113177
2391	698608	0.154	0.0103379
2392	699267	0.308	0.00973037
2393	699401	0.17	0.00995129
2394	700291	0.004	0.0107031
2395	700699	0.48	0.010443
2396	700782	0.544	0.0103575
2397	701193	0.082	0.0101407
2398	701294	0.01	0.0102051
2399	701368	0.108	0.0103462
2400	701383	0.48	0.0114137
2401	701799	0.534	0.011425
2402	701823	0.534	0.011425
2403	701851	0.47	0.0114077
2404	702027	0.534	0.0114264
2405	702367	0.064	0.0127606
2406	703018	0.002	0.0127918
2407	703776	0.008	0.0127861
2408	704353	0.094	0.0114388
2409	704672	0.064	0.0125852
2410	704865	0.064	0.0125852
2411	705019	0.064	0.0125852
2412	705431	0.088	0.0116065
2413	705472	0.002	0.0129353
2414	705684	0.006	0.0128533
2415	705725	0.072	0.0122265
2416	705959	0.012	0.0125556
2417	706020	0.014	0.0123742
2418	706421	0.002	0.0124412
2419	707530	0.988	0.0124695
2420	707665	0.052	0.0115911
2421	707692	0.018	0.0115068
2422	707799	0.04	0.0109588
2423	707881	0.012	0.0109604
2424	708409	0.04	0.0109754
2425	709092	0.33	0.00966182
2426	709099	0.012	0.010794
2427	709284	0.008	0.010734
2428	709338	0.892	0.0100565
2429	710041	0.008	0.0101282
2430	710529	0.032	0.00958996
2431	710532	0.09	0.00940323
2432	710558	0.732	0.0084372
2433	710667	0.124	0.00799078
2434	711080	0.008	0.00886568
2435	711159	0.732	0.0089453
2436	711458	0.096	0.0087498
2437	711582	0.732	0.00900304
2438	712022	0.118	0.0103641
2439	712253	0.014	0.0112242
2440	712951	0.004	0.0112242
2441	713206	0.004	0.011169
2442	713643	0.096	0.0111337
2443	713948	0.048	0.0113168
2444	714746	0.004	0.0119475
2445	714803	0.012	0.0118054
2446	714871	0.026	0.0116785
2447	715517	0.014	0.0117032
2448	715629	0.002	0.0119355
2449	715639	0.138	0.0112491
2450	715983	0.048	0.0114023
2451	716387	0.01	0.013397
2452	716663	0.002	0.0133917
2453	717180	0.01	0.0134199
2454	717481	0.026	0.0133959
2455	717761	0.004	0.0135678
2456	717800	0.068	0.0132412
2457	717938	0.052	0.0133521
2458	718024	0.002	0.0140411
2459	718352	0.006	0.0139996
2460	719069	0.01	0.0139844
2461	720222	0.044	0.0136728
2462	720528	0.012	0.0136471
2463	721247	0.002	0.013924
2464	721257	0.332	0.01278
2465	721590	0.004	0.0178678
2466	721633	0.006	0.0178159
2467	722235	0.642	0.0146313
2468	722278	0.008	0.0150007
2469	722361	0.006	0.0150121
2470	723178	0.016	0.015116
2471	723374	0.004	0.0154
2472	723591	0.004	0.0153686
2473	723720	0.246	0.0144056
2474	724003	0.246	0.0144056
2475	724201	0.242	0.0132765
2476	724204	0.006	0.0137293
2477	724224	0.246	0.0139273
2478	724318	0.006	0.0151088
2479	725340	0.014	0.0152071
2480	725664	0.034	0.015079
2481	725740	0.356	0.0147287
2482	726096	0.024	0.0152752
2483	726106	0.008	0.0153401
2484	726369	0.252	0.014842
2485	726380	0.008	0.0150764
2486	726590	0.044	0.0150131
2487	728076	0.014	0.0152162
2488	728181	0.01	0.015028
2489	728217	0.068	0.0150643
2490	728346	0.392	0.0148661
2491	728666	0.002	0.015035
2492	729161	0.244	0.0145103
2493	729168	0.01	0.0144928
2494	729640	0.38	0.0142542
2495	729678	0.356	0.014051
2496	729707	0.244	0.0143567
2497	729747	0.008	0.014356
2498	729771	0.252	0.0143664
2499	730171	0.004	0.0145012
2500	730539	0.126	0.0144265
2501	730833	0.38	0.0144452
2502	730993	0.04	0.0169418
2503	731283	0.244	0.0174633
2504	731451	0.002	0.0177057
2505	731465	0.002	0.0177375
2506	732170	0.918	0.0173142
2507	732486	0.012	0.0173119
2508	733217	0.004	0.017274
2509	733231	0.082	0.0173022
2510	733874	0.008	0.0172546
2511	733875	0.026	0.0170094
2512	734010	0.026	0.0170094
2513	734027	0.742	0.0166739
2514	734032	0.386	0.0150364
2515	734103	0.082	0.0155996
2516	734463	0.068	0.0154384
2517	734822	0.176	0.0154201
2518	735121	0.082	0.015783
2519	735184	0.656	0.0159334
2520	735618	0.034	0.0163899
2521	736621	0.032	0.0162886
2522	736693	0.788	0.0161052
2523	736819	0.006	0.0160849
2524	736901	0.788	0.0160917
2525	737633	0.43	0.0156558
2526	737897	0.006	0.0163362
2527	738002	0.002	0.0163456
2528	738290	0.034	0.0163474
2529	738307	0.002	0.0165497
2530	738351	0.798	0.0163801
2531	738521	0.042	0.0162953
2532	738661	0.066	0.0162263
2533	738694	0.06	0.0162496
2534	738759	0.202	0.0164849
2535	738888	0.004	0.0168369
2536	739162	0.002	0.0168089
2537	739325	0.04	0.0169783
2538	739541	0.002	0.0171919
2539	739726	0.002	0.0170864
2540	740147	0.038	0.0168883
2541	740617	0.01	0.0177442
2542	740778	0.024	0.0175537
2543	741111	0.012	0.0173302
2544	741357	0.252	0.0167714
2545	741452	0.026	0.0167279
2546	741569	0.126	0.0166026
2547	741759	0.122	0.0170791
2548	741838	0.006	0.0173551
2549	742154	0.378	0.0172863
2550	742320	0.026	0.0181286
2551	742747	0.008	0.0184811
2553	743028	0.006	0.0185748
2554	743104	0.002	0.0185854
2555	743311	0.04	0.0179493
2556	743361	0.908	0.018732
2557	743669	0.002	0.0189189
2558	743969	0.006	0.0188358
2559	743991	0.004	0.0189043
2560	744052	0.898	0.0187112
2561	744793	0.96	0.0194778
2562	745434	0.012	0.0193114
2563	745653	0.002	0.0195656
2564	745790	0.036	0.0195025
2565	746620	0.006	0.0199489
2566	747264	0.002	0.0200041
2567	747438	0.128	0.0195953
2568	747715	0.034	0.019428
2569	747865	0.012	0.019672
2570	748398	0.022	0.0190616
2571	749002	0.012	0.0191146
2572	749040	0.002	0.0191232
2573	749061	0.13	0.0190513
2574	749328	0.016	0.0190231
2575	749784	0.004	0.0190631
2576	750510	0.23	0.0178769
2577	750943	0.242	0.0178601
2578	750987	0.13	0.019671
2579	751221	0.002	0.0196569
2580	751793	0.004	0.0196516
2581	752080	0.014	0.0193075
2582	752264	0.13	0.019484
2583	752369	0.002	0.019967
2584	753313	0.002	0.0199644
2585	753315	0.084	0.0197939
2586	753534	0.026	0.0202987
2587	753571	0.002	0.0206997
2588	754218	0.016	0.0205341
2589	754522	0.406	0.0187478
2590	754680	0.006	0.0211304
2591	754787	0.014	0.0211911
2592	756719	0.008	0.0209907
2593	758045	0.002	0.0210551
2594	759302	0.002	0.0210297
2595	759548	0.012	0.0208922
2596	759551	0.002	0.020958
2597	760064	0.424	0.0169371
2598	760075	0.004	0.0181165
2599	760537	0.062	0.0172072
2600	760760	0.008	0.0170849
2601	760860	0.018	0.0170159
2602	760948	0.004	0.0172213
2603	760972	0.012	0.0171379
2604	761200	0.24	0.0152863
2605	761225	0.166	0.015806
2606	761623	0.006	0.0176989
2607	761826	0.026	0.0174807
2608	761897	0.006	0.0174269
2609	762068	0.024	0.0174889
2610	762289	0.002	0.0175258
2611	762476	0.006	0.0175248
2612	763331	0.018	0.0173718
2613	763564	0.04	0.0173929
2614	763893	0.002	0.0177992
2615	764312	0.002	0.0177933
2616	764478	0.036	0.0176458
2617	764945	0.034	0.01776
2618	764950	0.754	0.017484
2619	765074	0.01	0.0174232
2620	765530	0.246	0.0174516
2621	766820	0.002	0.0177527
2622	766985	0.004	0.0175978
2623	767064	0.01	0.0175994
2624	767354	0.008	0.0175094
2625	767379	0.01	0.0179749
2626	767458	0.006	0.0181567
2627	767865	0.31	0.0166441
2628	768143	0.004	0.0174886
2629	768563	0.04	0.0173304
2630	768663	0.248	0.0168469
2631	768971	0.044	0.0167838
2632	769181	0.14	0.0147258
2633	769375	0.088	0.0138875
2634	769608	0.004	0.0151434
2635	770112	0.016	0.0150356
2636	770327	0.242	0.0154813
2637	770914	0.01	0.0167103
2638	771148	0.024	0.0166493
2639	771675	0.28	0.0157974
2640	772076	0.04	0.0161395
2641	773131	0.002	0.0161254
2642	773546	0.278	0.0159369
2643	774008	0.002	0.0159589
2644	774305	0.288	0.0159193
2645	774573	0.044	0.0160193
2646	774752	0.044	0.0158262
2647	774773	0.044	0.0158262
2648	775095	0.07	0.0152944
2649	775320	0.242	0.0141617
2650	775452	0.044	0.0145725
2651	775633	0.4	0.0125771
2652	775651	0.004	0.0128579
2653	775952	0.002	0.0128688
2654	776229	0.064	0.0128632
2655	776795	0.044	0.013113
2656	777106	0.314	0.0135327
2657	777135	0.032	0.0139437
2658	777739	0.324	0.013764
2659	777992	0.014	0.0138826
2660	778255	0.006	0.0145518
2661	778454	0.002	0.0145591
2662	779129	0.006	0.0145915
2663	779411	0.002	0.0145848
2664	779435	0.002	0.0145479
2665	779540	0.002	0.0145404
2666	779906	0.036	0.0141381
2667	779921	0.004	0.0142544
2668	780109	0.004	0.014378
2669	780177	0.014	0.014137
2670	780311	0.022	0.0138274
2671	780321	0.03	0.0138547
2672	780402	0.074	0.0126808
2673	780696	0.096	0.0122707
2674	780789	0.024	0.0125933
2675	781054	0.07	0.012262
2676	781289	0.002	0.0124369
2677	781328	0.29	0.0117305
2678	781705	0.004	0.0118492
2679	781787	0.034	0.0118178
2680	781803	0.128	0.0104856
2681	782260	0.23	0.0143185
2682	782614	0.29	0.0144038
2683	782799	0.006	0.0156034
2684	782954	0.006	0.0156081
2685	783185	0.56	0.0151416
2686	783818	0.218	0.0156602
2687	783826	0.006	0.0156278
2688	783923	0.218	0.0156634
2689	783966	0.05	0.0160758
2690	784531	0.026	0.0165545
2691	784691	0.982	0.0166351
2692	784942	0.006	0.0169687
2693	785212	0.192	0.0164678
2694	786172	0.328	0.0185618
2695	786646	0.006	0.0187636
2696	788545	0.418	0.0186255
2697	789654	0.22	0.0177541
2698	790472	0.01	0.0181797
2699	790850	0.032	0.0181464
2700	791102	0.362	0.0179987
2701	793063	0.342	0.0178857
2702	793753	0.022	0.0197765
2703	793816	0.002	0.0200538
2704	794167	0.002	0.0201209
2705	794615	0.004	0.0200011
2706	794805	0.066	0.0198736
2707	794927	0.002	0.0199543
2708	795236	0.274	0.0191011
2709	796064	0.044	0.0189175
2710	796079	0.884	0.0187974
2711	796188	0.008	0.0189391
2712	796498	0.272	0.0191088
2713	796634	0.02	0.0214641
2714	797022	0.054	0.0219621
2715	798259	0.002	0.0222957
2716	798365	0.002	0.0222844
2717	799078	0.116	0.0222035
2718	799905	0.036	0.0218032
2719	800215	0.002	0.0219062
2720	800465	0.002	0.0219141
2721	801694	0.004	0.0219072
2722	802426	0.258	0.0197921
2723	802475	0.068	0.0204735
2724	803374	0.11	0.0204487
2725	803689	0.018	0.0208938
2726	804242	0.376	0.0203551
2727	804243	0.066	0.020844
2728	804427	0.008	0.0212871
2729	804703	0.002	0.0213646
2730	805504	0.002	0.0214198
2731	805716	0.004	0.0214652
2732	806490	0.032	0.0212602
2733	806849	0.32	0.0212482
2734	807265	0.002	0.0231829
2735	807297	0.004	0.0231975
2736	809001	0.03	0.0221345
2737	809034	0.022	0.0220936
2738	809100	0.022	0.0220936
2739	809275	0.032	0.0212345
2740	809747	0.008	0.0216677
2741	809830	0.524	0.0206308
2742	811095	0.022	0.0218044
2743	811571	0.002	0.0218113
2744	812187	0.002	0.0217647
2745	812987	0.004	0.0217806
2746	813108	0.002	0.0217545
2747	813191	0.002	0.0216978
2748	813196	0.054	0.0213202
2749	813848	0.034	0.0213594
2750	814010	0.022	0.0213603
2751	814111	0.002	0.0214138
2752	814195	0.002	0.0214607
2753	814263	0.06	0.0198582
2754	814436	0.002	0.0202961
2755	815051	0.01	0.0201606
2756	815215	0.03	0.0202464
2757	815219	0.006	0.020543
2758	815221	0.814	0.018247
2759	815284	0.002	0.0181819
2760	815325	0.186	0.0182376
2761	815530	0.046	0.0183718
2762	815676	0.028	0.0180483
2763	815759	0.002	0.0181337
2764	816259	0.004	0.0181354
2765	816480	0.186	0.0180185
2766	816517	0.046	0.0179788
2767	816932	0.002	0.0183778
2768	816940	0.186	0.0183764
2769	817824	0.186	0.0183764
2770	817908	0.186	0.0183764
2771	817959	0.01	0.0200759
2772	818783	0.166	0.0187971
2773	818788	0.006	0.0187607
2774	819099	0.166	0.0187725
2775	819328	0.004	0.0189765
2776	819333	0.044	0.0176327
2777	819547	0.148	0.01644
2778	819996	0.002	0.0164323
2779	820055	0.132	0.0163186
2780	820466	0.148	0.0178137
2781	820753	0.004	0.019247
2782	821430	0.004	0.0192295
2783	821556	0.268	0.0178721
2784	821731	0.218	0.0178997
2785	822498	0.78	0.0178891
2786	822838	0.194	0.0177921
2787	824001	0.002	0.0180089
2788	824160	0.002	0.0180021
2789	824370	0.27	0.0174489
2790	824825	0.78	0.0203461
2791	824901	0.006	0.0207623
2792	825244	0.002	0.0208403
2793	825415	0.204	0.020488
2794	826605	0.002	0.0210179
2795	827205	0.002	0.0209902
2796	827651	0.002	0.0209657
2797	827707	0.008	0.0209333
2798	828136	0.012	0.0207959
2799	828307	0.004	0.0209831
2800	828634	0.002	0.0210274
2801	828908	0.07	0.0202914
2802	829725	0.028	0.0200205
2803	830140	0.782	0.0199725
2804	830474	0.004	0.0200515
2805	830878	0.15	0.0189552
2806	831721	0.62	0.0196278
2807	831952	0.01	0.0200623
2808	832246	0.002	0.0200908
2809	832308	0.096	0.01877
2810	833289	0.068	0.0203711
2811	833602	0.012	0.0210277
2812	833657	0.594	0.0206926
2813	834047	0.056	0.0209215
2814	835923	0.004	0.0217621
2815	836832	0.002	0.0217964
2816	836995	0.012	0.0212671
2817	837741	0.006	0.0216813
2818	837865	0.004	0.0216112
2819	838509	0.156	0.0166605
2820	838536	0.004	0.0198428
2821	839102	0.178	0.0182459
2822	839392	0.006	0.0182441
2823	839770	0.004	0.0181888
2824	840101	0.994	0.018231
2825	840444	0.004	0.0182276
2826	840452	0.006	0.0182272
2827	840495	0.004	0.0181883
2828	840501	0.178	0.0182059
2829	840742	0.002	0.018587
2830	840961	0.578	0.0169239
2831	841268	0.002	0.0186722
2832	841367	0.03	0.01842
2833	841484	0.006	0.0187791
2834	841742	0.046	0.0179974
2835	842248	0.006	0.0190464
2836	842256	0.02	0.0186823
2837	842387	0.006	0.0188806
2838	842553	0.178	0.0188424
2839	842906	0.006	0.0188497
2840	843433	0.994	0.0188497
2841	844202	0.178	0.0188436
2842	844262	0.028	0.0184736
2843	844386	0.006	0.0187821
2844	844415	0.006	0.0189461
2845	844436	0.816	0.0189457
2846	845384	0.178	0.0189477
2847	845417	0.086	0.0184181
2848	845541	0.002	0.0184156
2849	845608	0.006	0.0184403
2850	845702	0.006	0.0184403
2851	845753	0.006	0.0184403
2852	846811	0.086	0.0184374
2853	846884	0.994	0.0190463
2854	846891	0.002	0.019034
2855	846988	0.008	0.0190398
2856	847064	0.006	0.0191847
2857	847416	0.178	0.0189676
2858	847743	0.058	0.018333
2859	847878	0.004	0.0195232
2860	848169	0.002	0.0194556
2861	848281	0.002	0.0194267
2862	848328	0.006	0.0197001
2863	848769	0.004	0.0196984
2864	848869	0.002	0.019672
2865	848908	0.994	0.0196796
2866	849162	0.03	0.0193858
2867	849566	0.994	0.019571
2868	849833	0.006	0.019571
2869	850297	0.108	0.0184446
2870	850942	0.012	0.0188266
2871	851094	0.006	0.0192286
2872	851103	0.004	0.0189297
2873	851176	0.002	0.0189404
2874	851195	0.002	0.018896
2875	851275	0.178	0.0183636
2876	852054	0.086	0.019172
2877	852321	0.006	0.0191911
2878	853267	0.006	0.0191911
2879	853447	0.282	0.0159937
2880	853492	0.086	0.0164044
2881	853804	0.084	0.0157469
2882	854060	0.034	0.0159134
2883	854861	0.028	0.016526
2884	855140	0.922	0.0162948
2885	856514	0.004	0.0167907
2886	857221	0.074	0.0163553
2887	857282	0.002	0.0170698
2888	857469	0.012	0.0167561
2889	857590	0.004	0.017147
2890	858010	0.302	0.0162804
2891	858029	0.284	0.0174076
2892	859434	0.018	0.0177834
2893	859538	0.002	0.0178514
2894	859558	0.346	0.017572
2895	860288	0.038	0.0180354
2896	861743	0.14	0.0175093
2897	862349	0.024	0.0179408
2898	862701	0.32	0.0176267
2899	863513	0.028	0.0195801
2900	863686	0.004	0.0197592
2901	863831	0.162	0.0194237
2902	864506	0.018	0.0185428
2903	864518	0.162	0.0188343
2904	864532	0.838	0.0188343
2905	865130	0.006	0.0187495
2906	865706	0.162	0.0188278
2907	865926	0.014	0.0183155
2908	866021	0.002	0.0185906
2909	866290	0.838	0.0186182
2910	866521	0.838	0.0186182
2911	867001	0.412	0.0169524
2912	867017	0.412	0.0169524
2913	867093	0.03	0.0165113
2914	867293	0.412	0.0170075
2915	867377	0.06	0.0167039
2916	867509	0.006	0.0168034
2917	867695	0.014	0.0166075
2918	868125	0.41	0.0166713
2919	868513	0.59	0.0166713
2920	868688	0.064	0.0152635
2921	869209	0.06	0.0163735
2922	870532	0.258	0.0162947
2923	870693	0.004	0.0170878
2924	870787	0.002	0.0170643
2925	870907	0.41	0.0166238
2926	871052	0.01	0.0177118
2927	871527	0.042	0.0174506
2928	872177	0.026	0.018378
2929	872295	0.028	0.0179568
2930	872391	0.284	0.0165536
2931	873465	0.002	0.017946
2932	874522	0.31	0.0161204
2933	875579	0.006	0.0160901
2934	875688	0.002	0.0162853
2935	875919	0.032	0.0161605
2936	876028	0.01	0.016405
2937	876148	0.31	0.0164893
2938	876183	0.002	0.016408
2939	876199	0.69	0.0164554
2940	876464	0.002	0.0176311
2941	876470	0.01	0.0175298
2942	876472	0.158	0.0166144
2943	877120	0.006	0.0200949
2944	877141	0.412	0.0192322
2945	877417	0.022	0.0190958
2946	877549	0.588	0.01941
2947	878012	0.588	0.01941
2948	879466	0.004	0.0193739
2949	879806	0.588	0.0193898
2950	880224	0.412	0.0193898
2951	881758	0.002	0.0196332
2952	881848	0.038	0.0191639
2953	882066	0.014	0.0192111
2954	882131	0.002	0.0195779
2955	882407	0.002	0.0196908
2956	883134	0.002	0.0197094
2957	883355	0.44	0.018654
2958	884483	0.846	0.0200168
2959	884518	0.154	0.0178348
2960	884639	0.006	0.0190303
2961	885894	0.154	0.0191005
2962	885918	0.006	0.0190909
2963	886036	0.06	0.0185755
2964	886049	0.002	0.0196133
2965	886067	0.006	0.0196183
2966	886420	0.154	0.0196599
2967	886495	0.01	0.0196042
2968	886691	0.846	0.0197019
2969	886847	0.004	0.0196813
2970	887293	0.008	0.0195059
2971	887624	0.846	0.0199199
2972	887739	0.154	0.0199199
2973	887912	0.002	0.019894
2974	887913	0.846	0.0200771
2975	888122	0.006	0.0200612
2976	888249	0.154	0.0201762
2977	888373	0.846	0.0201762
2978	888730	0.024	0.0195447
2979	888860	0.846	0.0198769
2980	889451	0.078	0.0198222
2981	890309	0.002	0.0198202
2982	890724	0.004	0.0198096
2983	890950	0.002	0.0197771
2984	891572	0.01	0.0194285
2985	891618	0.852	0.019602
2986	891902	0.004	0.0196381
2987	891976	0.002	0.0196529
2988	892331	0.11	0.0186463
2989	892796	0.852	0.0190968
2990	892990	0.002	0.0190668
2991	893258	0.85	0.0190076
2992	893293	0.192	0.0175146
2993	893666	0.002	0.0188363
2994	893689	0.15	0.0188547
2995	893706	0.016	0.0196824
2996	894278	0.306	0.018223
2997	894373	0.694	0.018223
2998	894917	0.306	0.018223
2999	894940	0.694	0.018223
3000	895317	0.694	0.018223
3001	895455	0.694	0.018223
3002	895458	0.006	0.0182051
3003	895565	0.002	0.0182149
3004	895597	0.068	0.0166549
3005	895624	0.694	0.0177268
3006	896297	0.306	0.0177268
3007	896591	0.002	0.0176636
3008	896652	0.306	0.0177075
3009	896848	0.298	0.0177734
3010	896872	0.004	0.0177518
3011	897180	0.702	0.0178296
3012	897254	0.014	0.0177031
3013	897315	0.002	0.0177607
3014	897438	0.702	0.0177803
3015	897813	0.298	0.0177803
3016	898066	0.298	0.0177803
3017	898700	0.022	0.0177501
3018	899012	0.536	0.0156369
3019	899502	0.464	0.0156369
3020	899533	0.236	0.0153489
3021	899626	0.014	0.0163188
3022	899849	0.158	0.015679
3023	899931	0.01	0.0170663
3024	900027	0.464	0.0169978
3025	900581	0.464	0.0169978
3026	900738	0.536	0.0169978
3027	900758	0.004	0.0168915
3028	900796	0.002	0.0168537
3029	900823	0.006	0.0168563
3030	900948	0.062	0.0165011
3031	901053	0.536	0.0171475
3032	901054	0.002	0.0170984
3033	901536	0.004	0.0170986
3034	901654	0.464	0.0171352
3035	901987	0.152	0.0145411
3036	902253	0.464	0.0173184
3037	902624	0.536	0.0173184
3038	902747	0.014	0.017254
3039	902884	0.464	0.0173579
3040	903125	0.004	0.0173496
3041	903248	0.022	0.0171036
3042	904162	0.464	0.0173718
3043	904208	0.032	0.0162661
3044	904486	0.006	0.0168066
3045	904902	0.464	0.0169034
3046	905302	0.024	0.0175083
3047	905563	0.006	0.0176591
3048	906057	0.652	0.0168946
3049	906106	0.002	0.0196426
3050	906990	0.022	0.0196576
3051	907162	0.002	0.0197363
3052	908274	0.006	0.0195037
3053	908426	0.002	0.0197596
3054	909155	0.338	0.0184554
3055	909768	0.006	0.0255473
3056	910066	0.002	0.0258466
3057	910355	0.004	0.0258394
3058	910474	0.04	0.0250273
3059	911623	0.004	0.0255684
3060	911811	0.01	0.0254711
3061	912960	0.024	0.0252846
3062	913690	0.202	0.0242481
3063	913711	0.522	0.0211564
3064	913824	0.276	0.0219442
3065	913963	0.002	0.0228621
3066	914222	0.006	0.0228017
3067	914326	0.01	0.0228708
3068	914411	0.004	0.0229702
3069	915029	0.03	0.0227329
3070	915346	0.004	0.0235577
3071	915505	0.004	0.0235543
3072	915730	0.006	0.0233466
3073	917201	0.518	0.0231769
3074	917686	0.004	0.0232761
3075	917890	0.004	0.0230913
3076	918340	0.042	0.0224512
3077	918599	0.498	0.0221941
3078	918639	0.178	0.0203735
3079	919297	0.006	0.0205321
3080	919377	0.498	0.0207943
3081	920062	0.012	0.0213992
3082	920769	0.826	0.0211075
3083	920840	0.004	0.0212389
3084	920971	0.05	0.0208569
3085	921623	0.008	0.0212309
3086	922200	0.042	0.0210968
3087	922434	0.262	0.0209968
3088	922622	0.174	0.020837
3089	923147	0.002	0.0212468
3090	923175	0.192	0.0184041
3091	924019	0.26	0.020223
3092	924186	0.01	0.0197002
3093	924198	0.04	0.0198715
3094	924233	0.272	0.0200952
3095	924644	0.012	0.0225599
3096	925058	0.016	0.0225927
3097	925491	0.174	0.0227555
3098	926188	0.822	0.0227891
3099	926207	0.008	0.0226292
3100	926722	0.822	0.0226599
3101	926931	0.008	0.0238772
3102	927032	0.054	0.0232754
3103	928197	0.02	0.0240542
3104	929024	0.082	0.0235338
3105	929168	0.01	0.02401
3106	929255	0.002	0.0239293
3107	929314	0.02	0.0239954
3108	929430	0.004	0.0239636
3109	929609	0.006	0.023899
3110	929979	0.01	0.0238223
3111	930761	0.02	0.0239507
3112	931331	0.004	0.0240933
3113	931415	0.01	0.0236847
3114	931612	0.008	0.0242564
3115	932313	0.01	0.0243936
3116	933449	0.044	0.0241542
3117	933673	0.224	0.0231395
3118	934248	0.01	0.0249024
3119	935523	0.002	0.0250154
3120	935972	0.09	0.0236899
3121	936086	0.002	0.0241141
3122	936248	0.138	0.0224916
3123	936446	0.98	0.0230094
3124	936464	0.014	0.0224442
3125	936505	0.004	0.0230947
3126	936526	0.052	0.022792
3127	936859	0.002	0.0230461
3128	936951	0.012	0.0228901
3129	937111	0.162	0.0220408
3130	937483	0.004	0.0226737
3131	937990	0.018	0.0226655
3132	938090	0.002	0.0227618
3133	938425	0.008	0.0226567
3134	938517	0.98	0.0226812
3135	938835	0.02	0.0226812
3136	938877	0.002	0.0225388
3137	939528	0.002	0.0225673
3138	939690	0.002	0.0226242
3139	939864	0.052	0.0225389
3140	940301	0.98	0.0231111
3141	940829	0.138	0.0226774
3142	941004	0.02	0.0230366
3143	941234	0.504	0.0211755
3144	941422	0.018	0.0210615
3145	941827	0.476	0.0212705
3146	941902	0.01	0.0211602
3147	941960	0.476	0.0212951
3148	941990	0.004	0.0222723
3149	942634	0.066	0.0217878
3150	942942	0.158	0.0221637
3151	943009	0.842	0.0221637
3152	943260	0.002	0.0220608
3153	943330	0.138	0.0220448
3154	943885	0.026	0.021836
3155	944308	0.004	0.0218171
3156	945466	0.138	0.0219488
3157	945473	0.842	0.0218748
3158	945580	0.004	0.0218551
3159	945788	0.004	0.021745
3160	945993	0.02	0.021898
3161	946368	0.158	0.021912
3162	946685	0.002	0.0218344
3163	946889	0.842	0.0218466
3164	947044	0.01	0.0216697
3165	947150	0.842	0.0217804
3166	947238	0.138	0.0218151
3167	947512	0.57	0.0211712
3168	948620	0.004	0.0211664
3169	948760	0.002	0.0210811
3170	948784	0.15	0.0197309
3171	949217	0.43	0.0200159
3172	949342	0.066	0.0197337
3173	950085	0.264	0.0178631
3174	950277	0.292	0.0190337
3175	950372	0.008	0.0194193
3176	951191	0.446	0.0191162
3177	951622	0.054	0.0190913
3178	951635	0.002	0.0195313
3179	951839	0.014	0.019233
3180	951906	0.006	0.0193418
3181	951940	0.006	0.0193669
3182	952068	0.004	0.0192971
3183	952239	0.024	0.0186631
3184	952418	0.002	0.0189465
3185	952817	0.15	0.0186758
3186	953044	0.15	0.0186758
3187	953110	0.296	0.0183891
3188	953176	0.012	0.0183459
3189	953186	0.296	0.0184563
3190	953574	0.002	0.0199192
3191	953629	0.446	0.0198654
3192	953723	0.008	0.0198182
3193	953990	0.554	0.0199061
3194	954005	0.04	0.0197915
3195	954232	0.04	0.0197915
3196	954671	0.004	0.0197032
3197	954891	0.02	0.0197295
3198	955137	0.034	0.0195511
3199	955570	0.026	0.0195899
3200	956102	0.006	0.0194982
3201	956589	0.006	0.0193919
3202	957367	0.394	0.0196277
3203	957633	0.004	0.0199929
3204	957897	0.254	0.0180173
3205	957899	0.006	0.0188563
3206	957977	0.008	0.0188454
3207	958033	0.002	0.0189505
3208	958974	0.686	0.0185701
3209	959262	0.178	0.0184604
3210	959320	0.006	0.0205611
3211	959363	0.012	0.0207343
3212	959462	0.004	0.0207899
3213	960060	0.014	0.0210399
3214	960113	0.002	0.0212534
3215	960792	0.004	0.0211997
3216	960972	0.304	0.020438
3217	962142	0.286	0.0200213
3218	962188	0.654	0.0199582
3219	962576	0.352	0.0199526
3220	962998	0.708	0.0211472
3221	963247	0.04	0.0210644
3222	963258	0.012	0.0212126
3223	963463	0.054	0.0205908
3224	963531	0.292	0.0208925
3225	963870	0.006	0.0216523
3226	964169	0.006	0.0216449
3227	965250	0.012	0.0217911
3228	965476	0.004	0.021659
3229	965911	0.002	0.0217746
3230	966443	0.414	0.020394
3231	966456	0.002	0.0205505
3232	966591	0.004	0.02053
3233	966653	0.002	0.0205314
3234	966665	0.002	0.020551
3235	967003	0.13	0.0198274
3236	967226	0.01	0.0200632
3237	967676	0.426	0.0199356
3238	967839	0.426	0.0199356
3239	967953	0.272	0.020261
3240	968166	0.068	0.0199854
3241	968670	0.02	0.0201338
3242	968847	0.002	0.0202095
3243	968901	0.002	0.0201466
3244	969009	0.006	0.0201853
3245	969557	0.012	0.0200762
3246	969667	0.004	0.0201493
